id,relation_name,relation_description,relation_name_embedding,description_embedding,combined_embedding,dbscan_labels,agg_labels,final_cluster
7308,relatedTo,Psychologist is a type of health professional consulted by the youth about MDE.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[ 0.02929416  0.04015839  0.02034099 ... -0.02835172 -0.00790602
  0.03937303]","[-0.02368136 -0.00865122  0.02264102 ... -0.02835172 -0.00790602
  0.03937303]",0,14,DBSCAN_0_AGG_14
7309,relatedTo,Psychiatrist or psychotherapist is a type of health professional consulted by the youth about MDE.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[ 0.01669721  0.04260581  0.0255914  ... -0.0276849  -0.00983309
  0.02239406]","[-0.02368136 -0.00865122  0.02264102 ... -0.0276849  -0.00983309
  0.02239406]",0,14,DBSCAN_0_AGG_14
7310,relatedTo,Social worker is a type of health professional consulted by the youth about MDE.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[ 0.03160678  0.0274596   0.01121531 ... -0.00477753 -0.03766911
  0.04141673]","[-0.02368136 -0.00865122  0.02264102 ... -0.00477753 -0.03766911
  0.04141673]",0,14,DBSCAN_0_AGG_14
7311,relatedTo,Counselor is a type of health professional consulted by the youth about MDE.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[ 0.01375026  0.02467388  0.01281037 ... -0.04127166 -0.05190983
  0.03458799]","[-0.02368136 -0.00865122  0.02264102 ... -0.04127166 -0.05190983
  0.03458799]",0,14,DBSCAN_0_AGG_14
7312,relatedTo,Other mental health professional is a type of health professional consulted by the youth about MDE.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[ 0.02869738  0.02963345  0.02292046 ... -0.02420422 -0.04065239
  0.0461886 ]","[-0.02368136 -0.00865122  0.02264102 ... -0.02420422 -0.04065239
  0.0461886 ]",0,14,DBSCAN_0_AGG_14
7313,relatedTo,"Nurse, occupational therapist, or other health professional is a type of health professional consulted by the youth about MDE.","[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[ 0.03401847  0.03480456  0.02077702 ... -0.01504403 -0.01321435
  0.03263605]","[-0.02368136 -0.00865122  0.02264102 ... -0.01504403 -0.01321435
  0.03263605]",0,14,DBSCAN_0_AGG_14
7314,relatedTo,The MDE experienced by the youth in the past year.,"[-0.02368136 -0.00865122  0.02264102 ...  0.04982667  0.00767249
  0.0043085 ]","[ 0.02350111  0.05808061  0.03683082 ... -0.03381827 -0.01815626
  0.01593735]","[-0.02368136 -0.00865122  0.02264102 ... -0.03381827 -0.01815626
  0.01593735]",0,14,DBSCAN_0_AGG_14
7315,consulted,Indicates whether a youth saw or talked to an alternative service professional,"[ 0.02161559  0.00490572  0.03392172 ... -0.00890635  0.01618507
 -0.01676311]","[-0.04797307  0.00745372  0.01049103 ... -0.01709102 -0.02932235
  0.03690741]","[ 0.02161559  0.00490572  0.03392172 ... -0.01709102 -0.02932235
  0.03690741]",0,49,DBSCAN_0_AGG_49
7316,about,Indicates that the consultation was pertaining to a Major Depressive Episode,"[-0.00157349 -0.04623601  0.0087207  ...  0.00210389 -0.00328534
 -0.00528635]","[ 0.00624318  0.00711953  0.05057043 ...  0.02017654 -0.02741836
  0.02169827]","[-0.00157349 -0.04623601  0.0087207  ...  0.02017654 -0.02741836
  0.02169827]",0,22,DBSCAN_0_AGG_22
7317,hasCondition,Youth experiences a mental disorder episode.,"[-0.02200248  0.00262303 -0.00688776 ... -0.01246217 -0.03854492
  0.01868219]","[-0.0119208   0.00984353  0.00216594 ...  0.01964363 -0.01026332
  0.00510995]","[-0.02200248  0.00262303 -0.00688776 ...  0.01964363 -0.01026332
  0.00510995]",0,23,DBSCAN_0_AGG_23
7318,consultsWith,Youth consults with a health professional about a mental disorder episode.,"[-0.02163929 -0.00470677  0.11000222 ... -0.01296582 -0.02585763
 -0.0140315 ]","[ 0.00581969  0.01493033  0.03077243 ...  0.01662566 -0.02421904
  0.03339378]","[-0.02163929 -0.00470677  0.11000222 ...  0.01662566 -0.02421904
  0.03339378]",0,49,DBSCAN_0_AGG_49
7319,hasInteractionType,Type of interaction (seeing or talking) the youth has with the health professional.,"[-0.08932689  0.02693963  0.00923747 ... -0.02012166 -0.02536514
  0.03637211]","[-0.03183775 -0.00184654  0.02107851 ... -0.0334643  -0.02901128
  0.06095569]","[-0.08932689  0.02693963  0.00923747 ... -0.0334643  -0.02901128
  0.06095569]",-1,49,DBSCAN_-1_AGG_49
7320,isSubClassOf,Alternative service professional is a specialized category of health professional.,"[-0.05342711  0.03142481 -0.01287578 ...  0.03719671 -0.02853886
  0.0159714 ]","[-0.03336453 -0.01890827 -0.00221641 ...  0.00352451 -0.04270353
  0.0326737 ]","[-0.05342711  0.03142481 -0.01287578 ...  0.00352451 -0.04270353
  0.0326737 ]",-1,49,DBSCAN_-1_AGG_49
7321,hasTreatmentStatus,Status indicating whether the youth has received treatment from alternative service professionals.,"[-0.05106533  0.0134425   0.01753625 ...  0.0083492  -0.02529748
  0.01087747]","[-0.04162471  0.01829104  0.02226403 ... -0.00171049 -0.00833564
  0.01613645]","[-0.05106533  0.0134425   0.01753625 ... -0.00171049 -0.00833564
  0.01613645]",0,5,DBSCAN_0_AGG_5
7322,reportedSeeing,Indicates that the youth reported seeing or talking to a health professional about MDE.,"[-0.00642364  0.01407161 -0.0269189  ... -0.01891995 -0.003271
  0.01230042]","[ 0.00767122  0.03713081  0.03202161 ... -0.02129823 -0.0191595
  0.03894279]","[-0.00642364  0.01407161 -0.0269189  ... -0.02129823 -0.0191595
  0.03894279]",0,49,DBSCAN_0_AGG_49
7323,consulted,Indicates whether the health professional consulted was an alternative service professional.,"[ 0.02161559  0.00490572  0.03392172 ... -0.00890635  0.01618507
 -0.01676311]","[-0.04137304 -0.01554522  0.03494262 ... -0.03004398 -0.04495223
  0.04167636]","[ 0.02161559  0.00490572  0.03392172 ... -0.03004398 -0.04495223
  0.04167636]",0,49,DBSCAN_0_AGG_49
7324,hadMDE,Indicates whether the youth had experienced Major Depressive Episode.,"[ 0.00723775  0.00837696  0.05413506 ... -0.00269992 -0.0235284
 -0.01291859]","[-0.00562601  0.01813599  0.01135823 ...  0.00099824 -0.01213492
  0.00677112]","[ 0.00723775  0.00837696  0.05413506 ...  0.00099824 -0.01213492
  0.00677112]",0,23,DBSCAN_0_AGG_23
7325,timePeriod,Indicates the time period in the past year during which the youth reported their experiences.,"[-0.05340252 -0.02963786  0.06612777 ... -0.00853108 -0.010516
  0.00056931]","[-0.01881508  0.01109518  0.05068495 ... -0.01310361  0.00741306
  0.01133926]","[-0.05340252 -0.02963786  0.06612777 ... -0.01310361  0.00741306
  0.01133926]",0,13,DBSCAN_0_AGG_13
7326,reportedSeeingOrTalking,Indicates whether the youth consulted an alternative service professional about MDE in the past year.,"[ 0.0070654  -0.02819157 -0.00801096 ... -0.01361425 -0.03046791
  0.0457719 ]","[-0.02361412  0.03718954  0.0401857  ... -0.03487291 -0.02438633
  0.03005433]","[ 0.0070654  -0.02819157 -0.00801096 ... -0.03487291 -0.02438633
  0.03005433]",0,49,DBSCAN_0_AGG_49
7327,consultedForMentalHealth,Indicates that the consultation with the alternative service professional was about a Major Depressive Episode (MDE).,"[-0.01116829  0.00535996  0.05810771 ...  0.02742345 -0.03981454
  0.00920365]","[-0.00095521  0.02167631  0.03490808 ... -0.01642821 -0.03089395
  0.03223199]","[-0.01116829  0.00535996  0.05810771 ... -0.01642821 -0.03089395
  0.03223199]",0,49,DBSCAN_0_AGG_49
7328,typeOfProfessional,One category of alternative service professional that youths might consult for MDE.,"[-0.03175323 -0.00998137  0.01041805 ... -0.01603257 -0.05467919
  0.03558982]","[-0.00409872  0.03736247  0.0278103  ... -0.01243246 -0.03983594
  0.03964067]","[-0.03175323 -0.00998137  0.01041805 ... -0.01243246 -0.03983594
  0.03964067]",0,49,DBSCAN_0_AGG_49
7329,typeOfProfessional,Another category of alternative service professionals that youths might consult for MDE.,"[-0.03175323 -0.00998137  0.01041805 ... -0.01603257 -0.05467919
  0.03558982]","[-0.0053698   0.03646735  0.03026985 ... -0.01131042 -0.03581498
  0.03907682]","[-0.03175323 -0.00998137  0.01041805 ... -0.01131042 -0.03581498
  0.03907682]",0,49,DBSCAN_0_AGG_49
7330,hasMentalDisorder,Indicates that the youth has experienced a major depressive episode (MDE).,"[ 0.02225034  0.0108556   0.0268403  ...  0.01742725 -0.0610828
  0.02101178]","[ 0.02306033  0.03924499  0.01357447 ... -0.00183917 -0.00111499
  0.0149397 ]","[ 0.02225034  0.0108556   0.0268403  ... -0.00183917 -0.00111499
  0.0149397 ]",0,23,DBSCAN_0_AGG_23
7331,consultedHealthProfessional,Indicates that the youth consulted or spoke with a health professional about their major depressive episode (MDE) in the past year.,"[-0.0218648  -0.01094026  0.06130319 ... -0.01484637 -0.00486496
  0.01390325]","[ 0.0029046   0.0288948   0.02910983 ... -0.02636819 -0.02009197
  0.04969906]","[-0.0218648  -0.01094026  0.06130319 ... -0.02636819 -0.02009197
  0.04969906]",0,49,DBSCAN_0_AGG_49
7332,receivedTreatment,Indicates that the youth received treatment or consultation from a health professional for their MDE.,"[ 0.00777651 -0.0081858   0.01490434 ... -0.01032492  0.00498871
 -0.01430198]","[ 0.02698176  0.03763323  0.03136593 ... -0.01655097 -0.01606548
  0.02470141]","[ 0.00777651 -0.0081858   0.01490434 ... -0.01655097 -0.01606548
  0.02470141]",0,5,DBSCAN_0_AGG_5
7333,measuresImpactOn,The Sheehan Disability Scale measures the impact of a disorder on an individual’s life.,"[-0.0120427  -0.00234391  0.05696697 ... -0.01671566  0.00679027
 -0.01118092]","[ 0.05240322 -0.006539    0.04467272 ...  0.0368282  -0.0213786
  0.02654367]","[-0.0120427  -0.00234391  0.05696697 ...  0.0368282  -0.0213786
  0.02654367]",0,24,DBSCAN_0_AGG_24
7334,hasRoleDomain,The Sheehan Disability Scale includes a role domain for chores at home.,"[ 0.01122554  0.04374474  0.0285795  ... -0.01426749 -0.01762848
  0.00352421]","[ 0.0513782   0.01790106  0.03254969 ...  0.01673222  0.00231227
 -0.0005471 ]","[ 0.01122554  0.04374474  0.0285795  ...  0.01673222  0.00231227
 -0.0005471 ]",0,24,DBSCAN_0_AGG_24
7335,assesses,The role domain for chores at home assesses how chores at home are impacted by a disorder in adolescents.,"[-0.00970186  0.00823682  0.0824984  ... -0.00435444 -0.02558948
 -0.00628749]",[0.02109402 0.01277422 0.01182934 ... 0.02272608 0.01071267 0.0060926 ],"[-0.00970186  0.00823682  0.0824984  ...  0.02272608  0.01071267
  0.0060926 ]",0,19,DBSCAN_0_AGG_19
7336,measuredBy,The impact on school or work is measured by the Sheehan Disability Scale.,"[ 0.02250335 -0.01708175  0.05335448 ... -0.02440462  0.00896421
  0.01160816]",[0.04868991 0.01188266 0.05152072 ... 0.03804068 0.01308912 0.00658163],"[ 0.02250335 -0.01708175  0.05335448 ...  0.03804068  0.01308912
  0.00658163]",0,19,DBSCAN_0_AGG_19
7337,experiencesImpact,The adolescent experiences the impact of a mental disorder in the domain of school or work.,"[-0.02789394 -0.01666538  0.02534493 ... -0.02174727 -0.02563532
  0.00570301]","[ 0.00262098 -0.01502373  0.04617286 ...  0.048812   -0.01142821
  0.03401828]","[-0.02789394 -0.01666538  0.02534493 ...  0.048812   -0.01142821
  0.03401828]",0,8,DBSCAN_0_AGG_8
7338,measuresImpactOf,The SDS measures the impact of a disorder on various aspects of an adolescent's life.,"[-0.02892979 -0.01967226  0.08132567 ... -0.0226165   0.00487778
  0.01149135]","[ 0.03389344 -0.00920192  0.0376893  ...  0.03247305 -0.0133835
  0.01188352]","[-0.02892979 -0.01967226  0.08132567 ...  0.03247305 -0.0133835
  0.01188352]",0,24,DBSCAN_0_AGG_24
7339,impacts,A disorder affecting an adolescent impacts their close relationships with family.,"[ 0.00101651  0.01198094  0.07956805 ... -0.02542519 -0.00014266
  0.00790345]","[-0.00073176  0.01938873  0.01540939 ...  0.02622257 -0.01074061
  0.04617978]","[ 0.00101651  0.01198094  0.07956805 ...  0.02622257 -0.01074061
  0.04617978]",0,24,DBSCAN_0_AGG_24
7340,includesDomain,Family relationships are one of the four role domains measured by the Sheehan Disability Scale (SDS).,"[ 0.02373156  0.02695588  0.05090604 ... -0.01810266 -0.01989243
  0.01916832]","[ 0.03012963  0.0256758   0.03623631 ... -0.00013396 -0.00336877
 -0.00399331]","[ 0.02373156  0.02695588  0.05090604 ... -0.00013396 -0.00336877
 -0.00399331]",0,24,DBSCAN_0_AGG_24
7341,measuredIn,Relates the Sheehan Disability Scale to the role domains it measures.,"[ 0.00358112 -0.018846    0.03273733 ... -0.04228191  0.00244124
  0.01559355]","[ 0.00966148  0.00455294  0.04481941 ...  0.02144664 -0.01266797
  0.02515073]","[ 0.00358112 -0.018846    0.03273733 ...  0.02144664 -0.01266797
  0.02515073]",0,19,DBSCAN_0_AGG_19
7342,affects,Indicates that mental health disorders affect adolescents.,"[ 0.00994551 -0.00113361  0.06305876 ... -0.01398871  0.00658248
  0.01774472]","[ 0.01821786  0.01719931  0.03465648 ...  0.0270238  -0.04001999
  0.05043756]","[ 0.00994551 -0.00113361  0.06305876 ...  0.0270238  -0.04001999
  0.05043756]",0,24,DBSCAN_0_AGG_24
7343,includes,Indicates that social life is a component of the role domains measured.,"[ 0.00277669  0.02550095  0.08001655 ... -0.02716463 -0.00093333
 -0.02520814]","[ 0.03829693  0.0231116  -0.0040532  ... -0.00506734 -0.00018619
  0.03111792]","[ 0.00277669  0.02550095  0.08001655 ... -0.00506734 -0.00018619
  0.03111792]",0,11,DBSCAN_0_AGG_11
7344,impacts,Indicates that mental health disorders have an impact on an adolescent's social life.,"[ 0.00095659  0.01201259  0.07957577 ... -0.02542766 -0.00014494
  0.00788898]","[ 0.02318682 -0.00380749  0.00793822 ...  0.03719837 -0.02068786
  0.04853691]","[ 0.00095659  0.01201259  0.07957577 ...  0.03719837 -0.02068786
  0.04853691]",0,24,DBSCAN_0_AGG_24
7345,affects,Maximum severity level of MDE role impairment affecting chores at home.,"[ 0.00996665 -0.00115327  0.06304905 ... -0.01397144  0.0065928
  0.01774199]","[ 0.05225435  0.07182845  0.03058099 ... -0.00791475  0.00026462
  0.00862395]","[ 0.00996665 -0.00115327  0.06304905 ... -0.00791475  0.00026462
  0.00862395]",0,24,DBSCAN_0_AGG_24
7346,affects,Maximum severity level of MDE role impairment affecting school or work.,"[ 0.00995557 -0.00115468  0.06307462 ... -0.01396199  0.00660681
  0.01777942]",[0.04521792 0.06364749 0.03575136 ... 0.00035149 0.00439024 0.03529818],"[ 0.00995557 -0.00115468  0.06307462 ...  0.00035149  0.00439024
  0.03529818]",0,24,DBSCAN_0_AGG_24
7347,affects,Maximum severity level of MDE role impairment affecting family relationships.,"[ 0.00995557 -0.00115468  0.06307462 ... -0.01396199  0.00660681
  0.01777942]","[ 0.04549096  0.0755576   0.01914557 ...  0.0018404  -0.00087975
  0.03330251]","[ 0.00995557 -0.00115468  0.06307462 ...  0.0018404  -0.00087975
  0.03330251]",0,24,DBSCAN_0_AGG_24
7348,affects,Maximum severity level of MDE role impairment affecting social life.,"[ 0.00996665 -0.00115327  0.06304905 ... -0.01397144  0.0065928
  0.01774199]","[ 0.04512732  0.04958837  0.02094517 ...  0.00251614 -0.00390342
  0.0501324 ]","[ 0.00996665 -0.00115327  0.06304905 ...  0.00251614 -0.00390342
  0.0501324 ]",0,24,DBSCAN_0_AGG_24
7349,hasSeverityLevel,Relates the MDE to its severity level in terms of role impairment.,"[-0.04352814  0.03020853  0.0297007  ...  0.0117526  -0.04962208
  0.01926845]","[ 0.00505369  0.06614238  0.04098072 ...  0.00053009 -0.02652585
  0.04042953]","[-0.04352814  0.03020853  0.0297007  ...  0.00053009 -0.02652585
  0.04042953]",0,48,DBSCAN_0_AGG_48
7350,experiencedBy,Indicates that the past year MDE has been experienced by adolescents.,"[-0.00774174  0.00280718  0.00858668 ... -0.01606679 -0.02619752
 -0.01738781]","[ 0.03144584  0.03640782  0.03434531 ... -0.01942946 -0.03255182
  0.0229716 ]","[-0.00774174  0.00280718  0.00858668 ... -0.01942946 -0.03255182
  0.0229716 ]",0,8,DBSCAN_0_AGG_8
7351,isDefinedBy,Defines the major depressive episode with severe impairment according to DSM-5 criteria.,"[-0.05673343 -0.0068915   0.06150818 ...  0.01161063 -0.05157315
  0.02786255]","[ 0.00875883  0.02445262 -0.01259745 ...  0.02918197 -0.02623408
  0.03694403]","[-0.05673343 -0.0068915   0.06150818 ...  0.02918197 -0.02623408
  0.03694403]",0,36,DBSCAN_0_AGG_36
7352,isDefinedBy,Defines the alcohol use disorder according to DSM-5 criteria.,"[-0.05673343 -0.0068915   0.06150818 ...  0.01161063 -0.05157315
  0.02786255]","[-0.04314446  0.0169162  -0.02460735 ...  0.02103918 -0.04020724
  0.01276058]","[-0.05673343 -0.0068915   0.06150818 ...  0.02103918 -0.04020724
  0.01276058]",0,36,DBSCAN_0_AGG_36
7353,hasComponent,Co-occurring disorder includes major depressive episode with severe impairment.,"[-0.06460163 -0.00334613 -0.01005507 ...  0.01509003 -0.00107336
  0.00852012]","[ 0.01118571  0.01865846  0.03384994 ...  0.02691597 -0.03361569
  0.04635919]","[-0.06460163 -0.00334613 -0.01005507 ...  0.02691597 -0.03361569
  0.04635919]",-1,11,DBSCAN_-1_AGG_11
7354,hasComponent,Co-occurring disorder includes alcohol use disorder.,"[-0.06457441 -0.00329839 -0.01007307 ...  0.01506884 -0.00109514
  0.00854618]","[-0.03056224 -0.00843682  0.03344281 ...  0.01444973 -0.01920386
  0.02412192]","[-0.06457441 -0.00329839 -0.01007307 ...  0.01444973 -0.01920386
  0.02412192]",-1,11,DBSCAN_-1_AGG_11
7355,hasCondition,Indicates that a major depressive episode is co-occurring with severe impairment,"[-0.02200248  0.00262303 -0.00688776 ... -0.01246217 -0.03854492
  0.01868219]","[ 0.03704849  0.0136393   0.02663583 ...  0.02643015 -0.03589153
  0.05010931]","[-0.02200248  0.00262303 -0.00688776 ...  0.02643015 -0.03589153
  0.05010931]",0,23,DBSCAN_0_AGG_23
7356,meetsCriteria,Indicates that the use disorder meets DSM-5 criteria,"[-0.03599264  0.019894    0.0376373  ...  0.03069495 -0.0237368
 -0.02558704]","[-0.01767295  0.02076184 -0.01904109 ...  0.01724982 -0.03339948
  0.01478153]","[-0.03599264  0.019894    0.0376373  ...  0.01724982 -0.03339948
  0.01478153]",0,25,DBSCAN_0_AGG_25
7357,targetsGroup,Indicates that the survey question targets youth aged 12 to 17 years,"[-0.05041357  0.03058526  0.05844297 ...  0.01529263 -0.0260036
 -0.02775045]",[0.0634318  0.02738489 0.0276539  ... 0.00024021 0.01049126 0.01288542],"[-0.05041357  0.03058526  0.05844297 ...  0.00024021  0.01049126
  0.01288542]",35,45,DBSCAN_35_AGG_45
7358,providesInfo,Provides specific information about DSM-5 use disorder criteria,"[-0.02776931  0.01047554  0.00580352 ... -0.01930128 -0.04000416
  0.03232453]","[ 0.00199147  0.01964913 -0.0106082  ...  0.01676069 -0.03093086
  0.01581515]","[-0.02776931  0.01047554  0.00580352 ...  0.01676069 -0.03093086
  0.01581515]",-1,33,DBSCAN_-1_AGG_33
7359,providesInfo,Provides specific information about DSM-5 use disorder criteria,"[-0.02776931  0.01047554  0.00580352 ... -0.01930128 -0.04000416
  0.03232453]","[ 0.00199147  0.01964913 -0.0106082  ...  0.01676069 -0.03093086
  0.01581515]","[-0.02776931  0.01047554  0.00580352 ...  0.01676069 -0.03093086
  0.01581515]",-1,33,DBSCAN_-1_AGG_33
7360,hasCoOccurringCondition,Relates the respondent to having a major depressive episode with severe impairment.,"[-0.02601316 -0.01919078  0.03753067 ... -0.01011201 -0.03585926
  0.04716405]","[-0.00897294  0.00812955  0.02607542 ...  0.01972144 -0.01532058
  0.03449667]","[-0.02601316 -0.01919078  0.03753067 ...  0.01972144 -0.01532058
  0.03449667]",0,48,DBSCAN_0_AGG_48
7361,hasCoOccurringCondition,Relates the respondent to having a substance use disorder.,"[-0.02601316 -0.01919078  0.03753067 ... -0.01011201 -0.03585926
  0.04716405]","[-0.04140066 -0.0233679   0.00156053 ...  0.00936984 -0.0544184
  0.03633228]","[-0.02601316 -0.01919078  0.03753067 ...  0.00936984 -0.0544184
  0.03633228]",0,48,DBSCAN_0_AGG_48
7362,isDefinedBy,The criteria for defining severe impairment in a major depressive episode are based on DSM-5.,"[-0.05673343 -0.0068915   0.06150818 ...  0.01161063 -0.05157315
  0.02786255]","[ 0.00737162  0.03000161  0.00589317 ...  0.02550961 -0.03000161
  0.024706  ]","[-0.05673343 -0.0068915   0.06150818 ...  0.02550961 -0.03000161
  0.024706  ]",0,36,DBSCAN_0_AGG_36
7363,isDefinedBy,The criteria for defining substance use disorder are based on DSM-5.,"[-0.05673343 -0.0068915   0.06150818 ...  0.01161063 -0.05157315
  0.02786255]","[-0.02714241  0.01530796 -0.04177125 ...  0.01260263 -0.0537059
  0.01135572]","[-0.05673343 -0.0068915   0.06150818 ...  0.01260263 -0.0537059
  0.01135572]",0,36,DBSCAN_0_AGG_36
7364,hasTimePeriod,Relates the mental health treatment seeking behavior to the past 12 months.,"[-5.19248545e-02 -3.63815599e-03  7.48811066e-02 ...  1.77364368e-02
  5.47431468e-04  9.43166306e-05]","[-0.016529   -0.00190023  0.06381025 ... -0.00642124 -0.04364836
  0.00131542]","[-0.05192485 -0.00363816  0.07488111 ... -0.00642124 -0.04364836
  0.00131542]",0,13,DBSCAN_0_AGG_13
7365,hasTreatmentStatus,"Indicates that the respondent did not receive any treatment for mental health, emotions, or behavior in the past 12 months.","[-0.05106533  0.0134425   0.01753625 ...  0.0083492  -0.02529748
  0.01087747]","[ 0.00714984  0.00173132  0.03503302 ... -0.02728837  0.00570834
  0.02210503]","[-0.05106533  0.0134425   0.01753625 ... -0.02728837  0.00570834
  0.02210503]",0,5,DBSCAN_0_AGG_5
7366,seeksTreatmentFor,"Indicates that the respondent sought treatment for mental health, emotions, or behavior in the past 12 months but did not receive it.","[-0.00797004  0.02199497  0.02877171 ...  0.01561598 -0.05315327
 -0.01375238]","[-0.00847617  0.00286305  0.04864922 ... -0.01661665 -0.0037636
  0.02907591]","[-0.00797004  0.02199497  0.02877171 ... -0.01661665 -0.0037636
  0.02907591]",0,5,DBSCAN_0_AGG_5
7367,thinksShouldReceive,Relates the respondent to their perceived need for mental health treatment in the past 12 months.,"[ 0.0174428  -0.01719799 -0.00485415 ... -0.00143635 -0.04244415
  0.0216505 ]","[-0.03089378  0.00401684  0.03906318 ...  0.00226856 -0.03187618
  0.01019883]","[ 0.0174428  -0.01719799 -0.00485415 ...  0.00226856 -0.03187618
  0.01019883]",-1,5,DBSCAN_-1_AGG_5
7368,withinPeriod,Indicates the time period within which the mental health treatment need was considered.,"[-0.04075814  0.00362804  0.09623998 ... -0.00033539 -0.02593572
  0.02047779]","[-0.02384167  0.00429496  0.04318892 ... -0.00257299 -0.01623574
  0.0052191 ]","[-0.04075814  0.00362804  0.09623998 ... -0.00257299 -0.01623574
  0.0052191 ]",0,13,DBSCAN_0_AGG_13
7369,forCondition,"Indicates that the need for treatment is for mental health, emotions, or behavior.","[-0.02368673  0.01227046 -0.01435847 ... -0.02950333 -0.04365843
  0.01010787]","[ 0.01416929  0.00378976  0.03891345 ...  0.01149301 -0.03089113
  0.01498975]","[-0.02368673  0.01227046 -0.01435847 ...  0.01149301 -0.03089113
  0.01498975]",0,23,DBSCAN_0_AGG_23
7370,includesType,Indicates that the treatment needed might include professional counseling.,"[-0.04039343  0.0516201   0.02722043 ...  0.00683332 -0.02623316
  0.01279219]","[-0.00162331  0.01235415  0.04626178 ... -0.00089749 -0.05273462
  0.01838505]","[-0.04039343  0.0516201   0.02722043 ... -0.00089749 -0.05273462
  0.01838505]",0,6,DBSCAN_0_AGG_6
7371,includesType,Indicates that the treatment needed might include medication.,"[-0.04039343  0.0516201   0.02722043 ...  0.00683332 -0.02623316
  0.01279219]","[-0.01915092  0.00530405  0.02523951 ...  0.0232681  -0.03701438
  0.00715477]","[-0.04039343  0.0516201   0.02722043 ...  0.0232681  -0.03701438
  0.00715477]",0,6,DBSCAN_0_AGG_6
7372,includesType,Indicates that the treatment needed might include other types of treatment.,"[-0.04039343  0.0516201   0.02722043 ...  0.00683332 -0.02623316
  0.01279219]","[-0.00887259  0.02911749  0.04974695 ...  0.00568272 -0.03598482
  0.01399562]","[-0.04039343  0.0516201   0.02722043 ...  0.00568272 -0.03598482
  0.01399562]",0,6,DBSCAN_0_AGG_6
7373,didNotReceive,Indicates that the respondent did not receive mental health treatment in the past 12 months.,"[ 0.01703152 -0.02190611  0.01283642 ... -0.03285178 -0.01217909
  0.02397412]","[-0.00526664  0.01911914  0.02625973 ... -0.01359529 -0.01230925
  0.02814593]","[ 0.01703152 -0.02190611  0.01283642 ... -0.01359529 -0.01230925
  0.02814593]",0,5,DBSCAN_0_AGG_5
7374,hasReasonForNotReceivingTreatment,Indicates the reason for unmet mental health treatment need is because treatment cost too much.,"[-0.00980745 -0.01000967  0.0515805  ...  0.0063309  -0.03677211
  0.01928825]","[-0.0138523  -0.00111026  0.03785939 ...  0.01789814 -0.02805292
  0.01736227]","[-0.00980745 -0.01000967  0.0515805  ...  0.01789814 -0.02805292
  0.01736227]",0,5,DBSCAN_0_AGG_5
7375,associatedWith,Reason for unmet mental health treatment need is related to the respondent's mental health.,"[-0.007203   -0.00376039  0.05635285 ...  0.0246941  -0.00331186
  0.03424072]","[-0.02325092  0.03769717  0.02811355 ...  0.02090222 -0.05259192
  0.00823224]","[-0.007203   -0.00376039  0.05635285 ...  0.02090222 -0.05259192
  0.00823224]",0,14,DBSCAN_0_AGG_14
7376,dueTo,Treatment was not received due to the high treatment cost.,"[-0.01128215 -0.01209527  0.04974599 ...  0.02395822 -0.01951506
 -0.00768841]","[-0.03881533  0.00560006  0.02083451 ... -0.00309519  0.033512
  0.00691327]","[-0.01128215 -0.01209527  0.04974599 ... -0.00309519  0.033512
  0.00691327]",0,24,DBSCAN_0_AGG_24
7377,providedBy,The information regarding treatment costs being a reason for not receiving mental health treatment is provided by the respondent.,"[-0.0141098  -0.02769058  0.05825301 ... -0.01150248 -0.00618957
  0.00090265]","[-0.01229591  0.01195508  0.05494576 ...  0.00238426 -0.01719628
  0.01659177]","[-0.0141098  -0.02769058  0.05825301 ...  0.00238426 -0.01719628
  0.01659177]",0,34,DBSCAN_0_AGG_34
7378,lacksCoverageFor,Indicates that the respondent did not have health insurance coverage for mental health treatment.,"[-0.00333438  0.00052004  0.04183363 ...  0.00636286 -0.0550488
  0.03642088]","[-0.01003595  0.0001515   0.00727516 ... -0.0059251  -0.0277172
  0.0328626 ]","[-0.00333438  0.00052004  0.04183363 ... -0.0059251  -0.0277172
  0.0328626 ]",0,10,DBSCAN_0_AGG_10
7379,linkedTo,Links the mental health treatment to unmet needs.,"[-0.06226531 -0.00921574  0.02277351 ...  0.00556784 -0.01840194
  0.00493278]","[-0.05745483  0.00737171  0.05991643 ...  0.0164325  -0.0708627
  0.01711337]","[-0.06226531 -0.00921574  0.02277351 ...  0.0164325  -0.0708627
  0.01711337]",0,14,DBSCAN_0_AGG_14
7380,causes,Insufficient health insurance coverage causes unmet mental health treatment needs.,"[-0.01722297 -0.0420013   0.07111245 ... -0.0002744  -0.05161475
 -0.0425429 ]","[-0.00459954 -0.0375385   0.01724904 ...  0.00581152 -0.06334622
  0.02441918]","[-0.01722297 -0.0420013   0.07111245 ...  0.00581152 -0.06334622
  0.02441918]",0,24,DBSCAN_0_AGG_24
